"Date","AMD.Open","AMD.High","AMD.Low","AMD.Close","AMD.Volume","AMD.Adjusted"
2023-01-31,72.2600021362305,75.1999969482422,72.0299987792969,75.1500015258789,71669100,75.1500015258789
2023-02-01,78.4700012207031,85.4800033569336,77.879997253418,84.6399993896484,152548200,84.6399993896484
2023-02-02,84.2900009155273,88.9400024414062,83.1999969482422,88.3099975585938,97762100,88.3099975585938
2023-02-03,86.6600036621094,88.8000030517578,85.8300018310547,86.0899963378906,66557800,86.0899963378906
2023-02-06,84.629997253418,86.2799987792969,83.2200012207031,83.6800003051758,53008900,83.6800003051758
2023-02-07,84.3199996948242,86.25,82.5199966430664,85.9100036621094,65291900,85.9100036621094
2023-02-08,85.879997253418,88,84.5400009155273,84.6900024414062,54140400,84.6900024414062
2023-02-09,85.879997253418,86.6699981689453,82.7600021362305,83.2099990844727,46525400,83.2099990844727
2023-02-10,82.2900009155273,82.7099990844727,80.4700012207031,81.4800033569336,49332600,81.4800033569336
2023-02-13,81.5699996948242,84.1500015258789,80.9000015258789,83.129997253418,45400000,83.129997253418
2023-02-14,82.6999969482422,86.1900024414062,81.7699966430664,85.9499969482422,55979700,85.9499969482422
2023-02-15,85.0999984741211,85.8899993896484,83.3199996948242,85.1800003051758,46430200,85.1800003051758
2023-02-16,82.9800033569336,83.3499984741211,80.0500030517578,80.0800018310547,57755200,80.0800018310547
2023-02-17,79.5999984741211,79.6500015258789,77.370002746582,78.5,47826600,78.5
2023-02-21,77.1500015258789,78.4599990844727,76.4499969482422,76.7699966430664,44045600,76.7699966430664
2023-02-22,76.9300003051758,78.129997253418,75.9199981689453,76.6100006103516,50286800,76.6100006103516
2023-02-23,80.629997253418,81.7900009155273,77.9700012207031,79.75,76391300,79.75
2023-02-24,77.75,78.8099975585938,76.9400024414062,78.0899963378906,46700000,78.0899963378906
2023-02-27,79.6399993896484,80.120002746582,78.5299987792969,78.7699966430664,45617300,78.7699966430664
2023-02-28,77.870002746582,80.1399993896484,77.4199981689453,78.5800018310547,44220100,78.5800018310547
2023-03-01,78.5500030517578,80.2900009155273,77.879997253418,78.2900009155273,44266000,78.2900009155273
2023-03-02,77.5699996948242,80.9199981689453,76.6500015258789,80.4400024414062,60108600,80.4400024414062
2023-03-03,80.4000015258789,81.629997253418,79.3399963378906,81.5199966430664,54536200,81.5199966430664
2023-03-06,82.0299987792969,83.3000030517578,81.0400009155273,81.1600036621094,54541300,81.1600036621094
2023-03-07,81.0699996948242,84.8499984741211,80.6699981689453,82.1100006103516,70959000,82.1100006103516
2023-03-08,82.7900009155273,85.7699966430664,82.2799987792969,85.370002746582,69529800,85.370002746582
2023-03-09,85.2900009155273,87.8099975585938,83.5899963378906,84.0299987792969,79496700,84.0299987792969
2023-03-10,84.4700012207031,85.4499969482422,81.629997253418,82.6699981689453,70273600,82.6699981689453
2023-03-13,81.3899993896484,83.8300018310547,78.5199966430664,82.0100021362305,65269100,82.0100021362305
2023-03-14,83.6699981689453,88.3000030517578,83.5899963378906,87.4499969482422,66616300,87.4499969482422
2023-03-15,86.7699966430664,90.4199981689453,86.2200012207031,89.6800003051758,86177400,89.6800003051758
2023-03-16,89.7200012207031,96.6900024414062,89.0199966430664,96.5999984741211,115839200,96.5999984741211
2023-03-17,96.6600036621094,98.75,95.9400024414062,97.8399963378906,94080800,97.8399963378906
2023-03-20,96.3000030517578,96.9400024414062,92.9000015258789,96.8099975585938,92008900,96.8099975585938
2023-03-21,97,99.4599990844727,93.6399993896484,95.9300003051758,85285300,95.9300003051758
2023-03-22,95.6500015258789,101.699996948242,95.6399993896484,97.5800018310547,110816300,97.5800018310547
2023-03-23,100.050003051758,102.430000305176,98.6699981689453,100.279998779297,84088900,100.279998779297
2023-03-24,99.1800003051758,99.5199966430664,96.7399978637695,97.9499969482422,64712400,97.9499969482422
2023-03-27,98.0199966430664,98.9300003051758,95.4300003051758,96.6100006103516,57461400,96.6100006103516
2023-03-28,96.7699966430664,96.9400024414062,92.870002746582,94.5599975585938,59150100,94.5599975585938
2023-03-29,96.0699996948242,96.9100036621094,94.870002746582,96.0899963378906,55326000,96.0899963378906
2023-03-30,98,99.5299987792969,97.25,97.879997253418,59678500,97.879997253418
2023-03-31,96.3399963378906,98.3600006103516,95.2699966430664,98.0100021362305,55861100,98.0100021362305
2023-04-03,96.6999969482422,96.7900009155273,94.8099975585938,96.5599975585938,50655300,96.5599975585938
2023-04-04,97.0400009155273,97.2699966430664,95.2099990844727,95.870002746582,43195900,95.870002746582
2023-04-05,94.3499984741211,94.5,91.3600006103516,92.5599975585938,52979300,92.5599975585938
2023-04-06,91.4700012207031,92.9100036621094,90.620002746582,92.4700012207031,47778400,92.4700012207031
2023-04-10,91.3199996948242,95.8000030517578,91.0199966430664,95.4800033569336,52536300,95.4800033569336
2023-04-11,96.0599975585938,96.0699996948242,92.6900024414062,94.0299987792969,51935800,94.0299987792969
2023-04-12,94.9700012207031,95,91.7399978637695,92.3300018310547,53383100,92.3300018310547
2023-04-13,92.7900009155273,93.1600036621094,91.8300018310547,92.0899963378906,40572500,92.0899963378906
2023-04-14,91.8199996948242,92.9700012207031,90.5,91.75,38734800,91.75
2023-04-17,90.2300033569336,90.6900024414062,88.3000030517578,89.870002746582,47250800,89.870002746582
2023-04-18,91.6100006103516,92.1600036621094,89.3300018310547,89.7799987792969,46246300,89.7799987792969
2023-04-19,88.5100021362305,90.5400009155273,88.2200012207031,89.9400024414062,37344500,89.9400024414062
2023-04-20,88.8300018310547,91.5800018310547,88.7300033569336,90.1100006103516,47082700,90.1100006103516
2023-04-21,89.8000030517578,89.8000030517578,88.0599975585938,88.4300003051758,41118300,88.4300003051758
2023-04-24,88.1100006103516,88.6399993896484,86.3399963378906,87.5699996948242,40423800,87.5699996948242
2023-04-25,86.9000015258789,87.0599975585938,83.7600021362305,83.8000030517578,52771500,83.8000030517578
2023-04-26,86.5100021362305,87.3499984741211,85.3199996948242,85.9400024414062,47786600,85.9400024414062
2023-04-27,86.4100036621094,87.5699996948242,84.0899963378906,87.4400024414062,53087200,87.4400024414062
2023-04-28,87.0199966430664,89.75,86.4400024414062,89.370002746582,50652100,89.370002746582
2023-05-01,91.0299987792969,91.0400009155273,88.6100006103516,89.6900024414062,59358700,89.6900024414062
2023-05-02,89.3199996948242,90.4599990844727,88.120002746582,89.9100036621094,70483500,89.9100036621094
2023-05-03,83.5400009155273,85.4800033569336,81.0199966430664,81.620002746582,109482200,81.620002746582
2023-05-04,81.5699996948242,91.6399993896484,81.1100006103516,86.6100006103516,122840500,86.6100006103516
2023-05-05,84.9899978637695,90.4300003051758,84.7200012207031,89.8399963378906,78407400,89.8399963378906
2023-05-08,89.9899978637695,95.6600036621094,89.1699981689453,95.0400009155273,95503200,95.0400009155273
2023-05-09,94.8899993896484,96.1600036621094,93.4300003051758,95.0599975585938,68674800,95.0599975585938
2023-05-10,96.4199981689453,99.9400024414062,96.120002746582,97.0199966430664,95619500,97.0199966430664
2023-05-11,98.1600036621094,99.1900024414062,96.1399993896484,97.0999984741211,57061000,97.0999984741211
2023-05-12,96.8300018310547,97.4499969482422,93.6800003051758,95.2600021362305,53790400,95.2600021362305
2023-05-15,95.1999969482422,97.4300003051758,93.4499969482422,97.4000015258789,51749200,97.4000015258789
2023-05-16,97.3899993896484,103.279998779297,97.3099975585938,101.480003356934,90622900,101.480003356934
2023-05-17,101.790000915527,104.139999389648,100.050003051758,103.75,75240900,103.75
2023-05-18,103.980003356934,108.099998474121,103.930000305176,107.930000305176,74338700,107.930000305176
2023-05-19,106.360000610352,107.290000915527,104.620002746582,105.819999694824,67830600,105.819999694824
2023-05-22,104.680000305176,108.790000915527,103.48999786377,108,65424200,108
2023-05-23,107.25,110.98999786377,107.190002441406,108.120002746582,73099100,108.120002746582
2023-05-24,105.980003356934,108.910003662109,105.639999389648,108.269996643066,65910500,108.269996643066
2023-05-25,117.309997558594,120.690002441406,115.800003051758,120.349998474121,108514700,120.349998474121
2023-05-26,122.459999084473,127.430000305176,120.889999389648,127.029998779297,92922800,127.029998779297
2023-05-30,130.419998168945,130.789993286133,123.51000213623,125.269996643066,98902300,125.269996643066
2023-05-31,122.419998168945,123.959999084473,117.860000610352,118.209999084473,87552200,118.209999084473
2023-06-01,117.290000915527,121.279998779297,116.599998474121,119.470001220703,66032900,119.470001220703
2023-06-02,120.75,121.660003662109,117.680000305176,117.860000610352,52331100,117.860000610352
2023-06-05,116.589996337891,119.319999694824,116.419998168945,117.930000305176,52602900,117.930000305176
2023-06-06,117.910003662109,124.419998168945,117.73999786377,124.230003356934,75257500,124.230003356934
2023-06-07,124.029998779297,125.339996337891,117.069999694824,117.830001831055,81755200,117.830001831055
2023-06-08,118.300003051758,122.209999084473,117.050003051758,121.050003051758,65246900,121.050003051758
2023-06-09,123.569999694824,127.25,123.550003051758,124.919998168945,75051600,124.919998168945
2023-06-12,128.520004272461,130.479995727539,126.400001525879,129.190002441406,85394700,129.190002441406
2023-06-13,132.320007324219,132.830001831055,122.449996948242,124.529998779297,132461900,124.529998779297
2023-06-14,126.529998779297,127.730003356934,123.809997558594,127.330001831055,95888100,127.330001831055
2023-06-15,125.389999389648,125.699996948242,122.26000213623,124.23999786377,85587100,124.23999786377
2023-06-16,125.819999694824,125.849998474121,119.900001525879,120.080001831055,81846900,120.080001831055
2023-06-20,119.089996337891,121.75,117.699996948242,118.930000305176,58851800,118.930000305176
2023-06-21,118.48999786377,119.190002441406,111.669998168945,112.110000610352,82835600,112.110000610352
2023-06-22,112.23999786377,114,109.849998474121,110.699996948242,70754800,110.699996948242
2023-06-23,109.309997558594,111.099998474121,107.459999084473,110.01000213623,73545600,110.01000213623
2023-06-26,110.949996948242,112.550003051758,107.199996948242,107.51000213623,68557000,107.51000213623
2023-06-27,108.569999694824,110.970001220703,107.080001831055,110.389999389648,59381600,110.389999389648
2023-06-28,108.209999084473,111.779998779297,107.629997253418,110.169998168945,67534100,110.169998168945
2023-06-29,112.069999694824,112.76000213623,109.839996337891,111.23999786377,58347200,111.23999786377
2023-06-30,113.029998779297,114.690002441406,112.410003662109,113.910003662109,53331900,113.910003662109
2023-07-03,115.160003662109,116.730003356934,114.51000213623,115.819999694824,31860000,115.819999694824
2023-07-05,116.099998474121,117.660003662109,113.860000610352,113.949996948242,49501600,113.949996948242
2023-07-06,112.069999694824,113.790000915527,110.309997558594,113.480003356934,42342000,113.480003356934
2023-07-07,114.160003662109,115.330001831055,113.040000915527,113.169998168945,37135100,113.169998168945
2023-07-10,113,113.610000610352,109.879997253418,113.580001831055,49330200,113.580001831055
2023-07-11,111.660003662109,113.269996643066,109.5,111.319999694824,59899500,111.319999694824
2023-07-12,112.889999389648,115.400001525879,112.309997558594,114.580001831055,57993100,114.580001831055
2023-07-13,115.76000213623,116.160003662109,113.580001831055,115.919998168945,49206700,115.919998168945
2023-07-14,116.169998168945,122.120002746582,115.25,115.940002441406,91847300,115.940002441406
2023-07-17,115.949996948242,118.839996337891,112.730003356934,118.319999694824,68593300,118.319999694824
2023-07-18,117.550003051758,118.430000305176,115.190002441406,117.930000305176,57980100,117.930000305176
2023-07-19,121.300003051758,121.669998168945,115.550003051758,116.430000305176,70363100,116.430000305176
2023-07-20,114.959999084473,115.050003051758,109.23999786377,110.25,76340400,110.25
2023-07-21,110.970001220703,112.300003051758,109.540000915527,110.949996948242,76778100,110.949996948242
2023-07-24,110.620002746582,111.309997558594,108.550003051758,110.610000610352,45583600,110.610000610352
2023-07-25,111.139999389648,114.050003051758,111,113,44916300,113
2023-07-26,111.910003662109,112.360000610352,109.300003051758,110.089996337891,51721700,110.089996337891
2023-07-27,111.790000915527,115.080001831055,110.51000213623,111.099998474121,70678000,111.099998474121
2023-07-28,113.379997253418,114.860000610352,112.440002441406,112.959999084473,55526000,112.959999084473
2023-07-31,114.160003662109,114.680000305176,112.349998474121,114.400001525879,54187300,114.400001525879
2023-08-01,114.26000213623,118.190002441406,113.160003662109,117.599998474121,95279300,117.599998474121
2023-08-02,119.48999786377,119.5,107.379997253418,109.349998474121,173372000,109.349998474121
2023-08-03,108.949996948242,114.959999084473,108.949996948242,113.150001525879,90605400,113.150001525879
2023-08-04,114.480003356934,118.849998474121,113.959999084473,115.819999694824,83083100,115.819999694824
2023-08-07,116.360000610352,119.080001831055,115.48999786377,116.809997558594,65854800,116.809997558594
2023-08-08,114.940002441406,115.459999084473,111.410003662109,113.230003356934,54141800,113.230003356934
2023-08-09,112.889999389648,113.150001525879,108.779998779297,110.470001220703,56257100,110.470001220703
2023-08-10,111.300003051758,113.889999389648,109.470001220703,110.230003356934,57297800,110.230003356934
2023-08-11,108.849998474121,109.069999694824,106.480003356934,107.569999694824,55618700,107.569999694824
2023-08-14,106.75,111.98999786377,105.419998168945,111.980003356934,57421800,111.980003356934
2023-08-15,111.98999786377,113.180000305176,110.169998168945,111.349998474121,53816600,111.349998474121
2023-08-16,110.089996337891,110.440002441406,106.980003356934,107.190002441406,54327300,107.190002441406
2023-08-17,107.620002746582,107.849998474121,104.099998474121,104.440002441406,59064300,104.440002441406
2023-08-18,102.400001525879,106.069999694824,101.680000305176,105.449996948242,59884300,105.449996948242
2023-08-21,106.199996948242,108.540000915527,105.669998168945,108.220001220703,49319200,108.220001220703
2023-08-22,109.400001525879,109.720001220703,104.849998474121,105.660003662109,47335100,105.660003662109
2023-08-23,105.650001525879,110.080001831055,105,109.430000305176,54656300,109.430000305176
2023-08-24,111.059997558594,111.639999389648,100.870002746582,101.800003051758,109179100,101.800003051758
2023-08-25,101.169998168945,104.120002746582,99.5800018310547,102.25,74793100,102.25
2023-08-28,103.470001220703,104.069999694824,100.889999389648,102.610000610352,55386800,102.610000610352
2023-08-29,102.110000610352,106.569999694824,101.790000915527,105.919998168945,50850300,105.919998168945
2023-08-30,105.400001525879,107.669998168945,104.5,106.589996337891,54847300,106.589996337891
2023-08-31,106.190002441406,108.059997558594,104.860000610352,105.720001220703,58919000,105.720001220703
